Opportunity_ID,Account_ID,Sales_Rep_ID,Campaign_ID,Region,Industry,Account_Size,Product_Category,Deal_Size,Discount_%,Probability,Forecast_Category,Created_Date,Close_Date,Sales_Cycle_Days,Activity_Count,Is_Won,Is_Lost,Weighted_Revenue
5425,213,2,14,APAC,Life Sciences,Enterprise,Instruments,92394,0.23,25.92,Pipeline,2023-11-23,2024-06-19,209,18,0,1,23948.524800000003
5426,1275,3,2,Americas,Industrial,Mid-Market,Instruments,88945,0.19,25.92,Pipeline,2024-10-03,2025-01-01,90,12,1,0,23054.544000000005
5427,284,15,4,Americas,Pharma,Mid-Market,Software,32979,0.19,21.6,Pipeline,2025-05-16,2025-09-10,117,18,0,1,7123.464000000001
5428,904,17,7,Americas,Industrial,Mid-Market,Software,147036,0.26,23.76,Pipeline,2025-01-16,2025-04-09,83,14,0,1,34935.753600000004
5429,1387,20,13,EMEA,Life Sciences,Mid-Market,Services,68100,0.24,28.08,Pipeline,2025-11-28,2026-04-21,144,5,1,0,19122.48
5430,1002,12,13,APAC,Life Sciences,Mid-Market,Services,131787,0.29,30.89,Pipeline,2025-10-13,2026-03-10,148,6,1,0,40709.0043
5431,907,11,14,APAC,Environmental,SMB,Consumables,15836,0.22,21.6,Pipeline,2023-09-22,2023-12-04,73,13,1,0,3420.5760000000005
5432,831,21,5,Americas,Life Sciences,Mid-Market,Instruments,135083,0.09,15.12,Pipeline,2024-07-31,2024-12-20,142,16,0,1,20424.5496
5433,217,13,2,Americas,Diagnostics,SMB,Consumables,11282,0.16,12.6,Pipeline,2025-04-20,2025-06-09,50,5,0,1,1421.532
5434,630,22,7,EMEA,Industrial,SMB,Consumables,31104,0.24,21.6,Pipeline,2024-05-12,2024-06-19,38,13,1,0,6718.464000000001
5435,146,23,2,APAC,Pharma,Mid-Market,Services,103571,0.13,18.0,Pipeline,2025-03-07,2025-07-18,133,5,0,1,18642.78
5436,1323,22,1,EMEA,Environmental,SMB,Services,40411,0.33,19.8,Pipeline,2023-02-05,2023-04-18,72,7,0,1,8001.378000000001
5437,969,11,13,APAC,Industrial,Enterprise,Instruments,109722,0.27,23.76,Pipeline,2024-03-28,2024-09-12,168,18,1,0,26069.947200000002
5438,176,19,11,EMEA,Industrial,Enterprise,Consumables,425767,0.05,28.08,Pipeline,2023-03-14,2023-08-17,156,13,1,0,119555.37359999999
5439,1237,22,1,EMEA,Environmental,Enterprise,Instruments,93663,0.31,23.76,Pipeline,2023-02-27,2023-09-29,214,13,0,1,22254.3288
5440,1173,23,1,APAC,Environmental,Enterprise,Software,406681,0.21,21.6,Pipeline,2024-11-02,2025-04-23,172,6,0,1,87843.096
5441,458,13,12,Americas,Environmental,SMB,Instruments,22701,0.24,12.6,Pipeline,2023-07-11,2023-08-13,33,9,0,1,2860.326
5442,1058,3,10,Americas,Diagnostics,Enterprise,Services,455639,0.19,21.6,Pipeline,2024-05-17,2024-09-26,132,17,0,1,98418.024
5443,241,7,3,Americas,Life Sciences,Mid-Market,Consumables,65038,0.3,13.86,Pipeline,2024-03-19,2024-05-19,61,10,0,1,9014.2668
5444,4,1,6,APAC,Life Sciences,Mid-Market,Instruments,45417,0.26,23.76,Pipeline,2024-08-04,2024-10-16,73,18,0,1,10791.0792
5445,1119,11,6,APAC,Industrial,Enterprise,Consumables,139289,0.11,18.0,Pipeline,2024-08-02,2025-03-02,212,4,1,0,25072.02
5446,456,25,14,APAC,Diagnostics,Mid-Market,Consumables,90421,0.31,19.8,Pipeline,2023-04-14,2023-08-08,116,10,0,1,17903.358
5447,604,5,7,Americas,Pharma,SMB,Services,5641,0.06,12.6,Pipeline,2025-06-29,,85,4,0,1,710.766
5448,232,19,2,EMEA,Diagnostics,Mid-Market,Consumables,43629,0.25,28.08,Pipeline,2024-03-01,2024-05-18,78,11,0,1,12251.0232
5449,382,7,6,Americas,Diagnostics,SMB,Services,41170,0.29,19.96,Pipeline,2023-10-23,,84,11,0,1,8217.532
5450,292,4,12,Americas,Industrial,Enterprise,Services,386763,0.16,18.0,Pipeline,2023-04-17,2023-09-20,156,10,0,1,69617.34
5451,772,19,5,EMEA,Pharma,Mid-Market,Instruments,132623,0.32,25.74,Pipeline,2025-04-18,2025-07-29,102,10,0,1,34137.1602
5452,273,13,4,Americas,Environmental,Mid-Market,Software,104822,0.28,16.63,Pipeline,2023-05-01,2023-09-20,142,13,0,1,17431.8986
5453,1466,6,12,APAC,Life Sciences,SMB,Software,6055,0.11,18.0,Pipeline,2023-01-19,2023-02-24,36,7,1,0,1089.8999999999999
5454,734,22,4,EMEA,Industrial,Mid-Market,Instruments,96445,0.18,25.92,Pipeline,2023-10-27,,119,18,1,0,24998.544000000005
5455,1482,17,4,Americas,Pharma,Enterprise,Instruments,82687,0.2,18.0,Pipeline,2023-08-23,2024-01-01,131,9,0,1,14883.66
5456,86,16,10,APAC,Pharma,Mid-Market,Software,119282,0.12,18.14,Pipeline,2024-12-03,2025-02-19,78,19,0,1,21637.754800000002
5457,16,12,7,APAC,Life Sciences,Mid-Market,Services,111218,0.28,30.89,Pipeline,2025-01-18,2025-05-02,104,16,1,0,34355.2402
5458,1254,8,15,EMEA,Pharma,SMB,Instruments,36780,0.34,23.76,Pipeline,2024-08-11,2024-10-02,52,19,1,0,8738.928
5459,670,4,14,Americas,Diagnostics,SMB,Services,46126,0.28,19.8,Pipeline,2024-09-04,2024-10-21,47,10,0,1,9132.948
5460,708,5,4,Americas,Industrial,SMB,Consumables,38160,0.11,15.12,Pipeline,2024-12-27,2025-02-11,46,9,1,0,5769.792
5461,627,23,14,APAC,Industrial,SMB,Consumables,42752,0.34,19.8,Pipeline,2024-07-28,2024-10-23,87,4,0,1,8464.896
5462,1272,20,6,EMEA,Pharma,Mid-Market,Software,119408,0.34,25.74,Pipeline,2025-06-03,2025-08-21,79,2,0,1,30735.619199999994
5463,1365,7,12,Americas,Pharma,SMB,Software,22393,0.17,12.6,Pipeline,2025-09-15,2025-10-29,44,7,0,1,2821.518
5464,801,5,10,Americas,Diagnostics,Mid-Market,Services,101969,0.31,16.63,Pipeline,2023-03-24,2023-06-28,96,11,0,1,16957.4447
5465,55,22,3,EMEA,Life Sciences,Enterprise,Software,424617,0.32,23.76,Pipeline,2025-04-06,2025-09-03,150,19,0,1,100888.9992
5466,325,21,12,Americas,Life Sciences,SMB,Instruments,28079,0.06,12.6,Pipeline,2024-02-12,2024-04-22,70,5,1,0,3537.954
5467,138,20,4,EMEA,Diagnostics,Enterprise,Services,317778,0.06,23.4,Pipeline,2025-04-16,2025-11-06,204,3,0,1,74360.052
5468,834,6,5,APAC,Pharma,Mid-Market,Consumables,93611,0.13,21.6,Pipeline,2025-07-19,,121,14,0,1,20219.976000000002
5469,304,8,8,EMEA,Life Sciences,Enterprise,Instruments,135310,0.12,18.0,Pipeline,2025-07-16,2025-12-19,156,2,0,1,24355.8
5470,67,3,13,Americas,Pharma,Mid-Market,Services,123304,0.14,18.0,Pipeline,2025-01-26,2025-04-27,91,5,0,1,22194.719999999998
5471,766,5,6,Americas,Life Sciences,SMB,Software,45535,0.15,12.6,Pipeline,2025-05-05,2025-06-19,45,5,0,1,5737.41
5472,309,12,5,APAC,Pharma,SMB,Services,19830,0.13,28.08,Pipeline,2024-05-25,2024-07-18,54,11,0,1,5568.264
5473,953,23,15,APAC,Pharma,Mid-Market,Software,106978,0.24,18.0,Pipeline,2025-06-09,,129,9,0,1,19256.04
5474,183,19,6,EMEA,Diagnostics,Mid-Market,Consumables,120687,0.23,23.4,Pipeline,2023-07-31,2023-11-11,103,2,0,1,28240.757999999998
5475,706,19,8,EMEA,Diagnostics,SMB,Instruments,25034,0.06,33.7,Pipeline,2023-12-01,2024-02-02,63,18,1,0,8436.458
5476,635,14,2,EMEA,Diagnostics,Mid-Market,Software,81698,0.14,23.4,Pipeline,2024-09-01,2024-12-07,97,8,0,1,19117.332
5477,1126,19,12,EMEA,Environmental,Mid-Market,Consumables,112074,0.34,25.74,Pipeline,2024-02-20,,98,10,0,1,28847.847599999997
5478,553,13,4,Americas,Industrial,Enterprise,Instruments,94821,0.22,15.12,Pipeline,2025-08-07,2026-02-20,197,13,0,1,14336.9352
5479,180,12,5,APAC,Pharma,Enterprise,Services,98619,0.32,37.07,Pipeline,2024-10-24,2025-03-23,150,19,0,1,36558.0633
5480,100,3,11,Americas,Industrial,SMB,Instruments,49937,0.32,19.8,Pipeline,2025-05-01,2025-07-09,69,3,1,0,9887.526
5481,640,2,15,APAC,Industrial,Mid-Market,Software,118079,0.1,21.6,Pipeline,2023-01-23,2023-04-26,93,18,1,0,25505.064000000002
5482,1203,19,14,EMEA,Life Sciences,Mid-Market,Consumables,100448,0.28,37.07,Pipeline,2025-12-25,2026-04-15,111,15,1,0,37236.0736
5483,1281,5,11,Americas,Pharma,SMB,Consumables,42399,0.33,13.86,Pipeline,2024-09-19,2024-11-14,56,8,0,1,5876.5014
5484,1064,18,8,EMEA,Industrial,SMB,Consumables,32800,0.25,12.6,Pipeline,2025-02-09,2025-03-14,33,6,0,1,4132.8
5485,1057,21,2,Americas,Diagnostics,SMB,Services,14213,0.3,16.63,Pipeline,2025-12-09,2026-01-16,38,5,0,1,2363.6219
5486,658,16,8,APAC,Life Sciences,SMB,Services,5027,0.21,12.6,Pipeline,2023-02-08,2023-04-30,81,5,0,1,633.402
5487,90,3,11,Americas,Diagnostics,SMB,Instruments,37938,0.28,23.76,Pipeline,2024-05-12,2024-07-02,51,17,0,1,9014.068800000001
5488,105,13,3,Americas,Diagnostics,SMB,Instruments,8112,0.09,12.6,Pipeline,2023-03-22,2023-05-08,47,3,0,1,1022.112
5489,1046,4,7,Americas,Pharma,Enterprise,Consumables,404917,0.17,18.0,Pipeline,2024-07-18,2025-01-10,176,5,1,0,72885.06
5490,737,11,10,APAC,Pharma,Enterprise,Instruments,402103,0.3,19.8,Pipeline,2024-03-04,2024-08-29,178,8,1,0,79616.394
5491,587,12,8,APAC,Environmental,Mid-Market,Software,116286,0.06,28.08,Pipeline,2023-11-19,2024-02-05,78,6,0,1,32653.108799999998
5492,208,22,3,EMEA,Pharma,Enterprise,Services,434862,0.16,18.0,Pipeline,2024-07-04,,169,10,1,0,78275.16
5493,784,8,3,EMEA,Pharma,Mid-Market,Services,143123,0.2,21.6,Pipeline,2024-06-08,2024-09-13,97,16,0,1,30914.568000000003
5494,714,11,1,APAC,Pharma,Enterprise,Services,133434,0.33,19.8,Pipeline,2025-03-12,2025-08-20,161,4,0,1,26419.932
5495,803,2,15,APAC,Pharma,Mid-Market,Consumables,140206,0.06,21.6,Pipeline,2024-03-08,2024-07-25,139,16,1,0,30284.496000000003
5496,509,13,11,Americas,Industrial,SMB,Instruments,44338,0.18,12.6,Pipeline,2024-02-08,2024-03-17,38,2,0,1,5586.588
5497,954,13,3,Americas,Industrial,Enterprise,Consumables,458709,0.23,12.6,Pipeline,2023-07-02,2023-12-15,166,6,0,1,57797.334
5498,41,7,7,Americas,Pharma,Enterprise,Services,394457,0.34,16.63,Pipeline,2025-08-30,2026-04-26,239,16,0,1,65598.1991
5499,871,23,14,APAC,Diagnostics,SMB,Consumables,28042,0.31,23.76,Pipeline,2024-01-17,2024-03-29,72,13,0,1,6662.7792
5500,543,20,15,EMEA,Diagnostics,Enterprise,Instruments,170647,0.22,23.4,Pipeline,2024-03-28,2024-11-17,234,8,0,1,39931.398
5501,1117,16,8,APAC,Environmental,Mid-Market,Consumables,98984,0.3,13.86,Pipeline,2025-04-18,2025-08-13,117,4,0,1,13719.1824
5502,259,11,2,APAC,Industrial,SMB,Instruments,24773,0.32,28.51,Pipeline,2025-10-21,2025-12-07,47,18,0,1,7062.782300000001
5503,1446,2,7,APAC,Diagnostics,Mid-Market,Services,91711,0.2,21.6,Pipeline,2024-07-31,,137,19,0,1,19809.576
5504,1104,13,6,Americas,Industrial,Enterprise,Consumables,126689,0.28,16.63,Pipeline,2024-10-13,2025-03-24,162,9,0,1,21068.3807
5505,377,11,13,APAC,Industrial,Mid-Market,Instruments,100074,0.28,19.8,Pipeline,2024-06-13,2024-10-28,137,8,1,0,19814.652000000002
5506,932,20,11,EMEA,Pharma,SMB,Software,22285,0.3,30.89,Pipeline,2025-10-03,2025-11-08,36,3,0,1,6883.8365
5507,474,14,2,EMEA,Environmental,SMB,Services,43777,0.28,30.89,Pipeline,2024-01-31,2024-03-31,60,19,0,1,13522.7153
5508,1038,24,2,APAC,Environmental,Mid-Market,Services,41543,0.34,28.51,Pipeline,2025-12-19,2026-03-17,88,17,0,1,11843.909300000001
5509,574,24,3,APAC,Life Sciences,Mid-Market,Consumables,66905,0.22,25.92,Pipeline,2024-12-03,2025-02-01,60,13,0,1,17341.776
5510,30,21,15,Americas,Diagnostics,Mid-Market,Consumables,59882,0.32,16.63,Pipeline,2023-03-04,2023-06-26,114,18,0,1,9958.3766
5511,629,25,1,APAC,Environmental,SMB,Instruments,34529,0.24,25.92,Pipeline,2023-12-17,2024-01-26,40,13,1,0,8949.9168
5512,1086,4,11,Americas,Life Sciences,Enterprise,Services,383137,0.31,28.51,Pipeline,2023-10-02,2024-05-03,214,19,0,1,109232.35870000001
5513,696,5,9,Americas,Life Sciences,SMB,Consumables,9694,0.07,15.12,Pipeline,2024-09-28,2024-11-16,49,17,0,1,1465.7328
5514,148,23,8,APAC,Diagnostics,SMB,Software,24958,0.25,18.0,Pipeline,2025-07-27,2025-10-08,73,9,0,1,4492.44
5515,1411,5,11,Americas,Life Sciences,Mid-Market,Services,130531,0.3,16.63,Pipeline,2024-01-04,2024-05-27,144,14,1,0,21707.3053
5516,386,18,4,EMEA,Industrial,SMB,Instruments,40352,0.3,19.96,Pipeline,2025-12-17,2026-03-09,82,13,1,0,8054.2592
5517,478,22,9,EMEA,Pharma,SMB,Services,45001,0.33,23.76,Pipeline,2025-03-29,2025-05-29,61,12,1,0,10692.2376
5518,150,20,5,EMEA,Diagnostics,Enterprise,Services,141124,0.17,23.4,Pipeline,2024-03-22,2024-09-20,182,2,0,1,33023.015999999996
5519,923,20,5,EMEA,Environmental,Mid-Market,Software,136514,0.21,23.4,Pipeline,2023-07-20,2023-10-21,93,8,0,1,31944.275999999998
5520,52,18,10,EMEA,Life Sciences,Mid-Market,Consumables,58179,0.14,12.6,Pipeline,2025-06-17,2025-09-11,86,10,0,1,7330.554
5521,1198,22,8,EMEA,Diagnostics,Mid-Market,Services,140684,0.28,19.8,Pipeline,2023-05-29,2023-10-09,133,9,0,1,27855.432
5522,1144,8,4,EMEA,Environmental,SMB,Services,21852,0.12,18.0,Pipeline,2024-04-26,2024-05-29,33,3,0,1,3933.3599999999997
5523,470,20,10,EMEA,Life Sciences,Mid-Market,Instruments,56899,0.21,28.08,Pipeline,2024-08-16,,149,13,0,1,15977.2392
5524,1082,11,1,APAC,Pharma,SMB,Services,19720,0.27,23.76,Pipeline,2025-12-08,2026-02-12,66,8,0,1,4685.472
5525,877,6,7,APAC,Industrial,Mid-Market,Software,106824,0.21,18.0,Pipeline,2025-07-30,2025-12-12,135,9,0,1,19228.32
5526,835,8,7,EMEA,Life Sciences,SMB,Services,32545,0.29,23.76,Pipeline,2025-10-31,2025-12-05,35,8,0,1,7732.692
5527,642,16,14,APAC,Environmental,Enterprise,Instruments,261917,0.31,16.63,Pipeline,2025-09-22,2026-02-18,149,13,0,1,43556.7971
5528,1265,1,10,APAC,Diagnostics,Enterprise,Services,210061,0.3,23.76,Pipeline,2024-04-30,2024-12-18,232,13,1,0,49910.4936
5529,769,5,13,Americas,Industrial,Mid-Market,Software,33683,0.33,16.63,Pipeline,2025-11-09,2026-03-29,140,8,0,1,5601.4829
5530,878,15,8,Americas,Diagnostics,Mid-Market,Services,114056,0.16,18.0,Pipeline,2025-05-05,2025-07-20,76,10,0,1,20530.079999999998
5531,1308,5,4,Americas,Life Sciences,SMB,Software,47127,0.15,15.12,Pipeline,2023-02-08,2023-04-28,79,12,1,0,7125.6024
5532,1005,6,9,APAC,Diagnostics,Mid-Market,Software,109210,0.07,18.0,Pipeline,2023-01-08,2023-05-26,138,2,0,1,19657.8
5533,180,6,9,APAC,Pharma,Enterprise,Software,495759,0.07,21.6,Pipeline,2023-04-02,2023-10-09,190,13,0,1,107083.94400000002
5534,194,24,1,APAC,Industrial,Mid-Market,Software,123540,0.24,18.0,Pipeline,2025-02-23,2025-06-20,117,10,0,1,22237.2
5535,908,12,14,APAC,Pharma,Mid-Market,Instruments,54652,0.34,37.07,Pipeline,2023-10-16,2024-02-02,109,11,1,0,20259.4964
5536,1089,4,2,Americas,Life Sciences,SMB,Instruments,32670,0.21,21.6,Pipeline,2025-11-22,2026-01-19,58,6,0,1,7056.720000000001
5537,1016,14,1,EMEA,Industrial,SMB,Consumables,14997,0.16,28.08,Pipeline,2025-07-18,2025-08-23,36,13,0,1,4211.1576
5538,841,3,15,Americas,Environmental,SMB,Consumables,27684,0.2,18.0,Pipeline,2024-01-21,2024-02-26,36,4,0,1,4983.12
5539,1212,22,4,EMEA,Industrial,Mid-Market,Instruments,96494,0.28,23.76,Pipeline,2023-02-27,2023-07-12,135,11,0,1,22926.9744
5540,688,10,8,Americas,Pharma,SMB,Instruments,32430,0.33,25.74,Pipeline,2024-04-12,2024-06-19,68,8,0,1,8347.481999999998
5541,966,16,6,APAC,Industrial,Enterprise,Software,267739,0.21,15.12,Pipeline,2025-11-24,2026-05-27,184,3,1,0,40482.1368
5542,427,7,10,Americas,Life Sciences,Mid-Market,Services,79454,0.08,12.6,Pipeline,2023-03-28,2023-08-10,135,9,0,1,10011.204
5543,913,25,5,APAC,Life Sciences,Enterprise,Software,237093,0.12,25.92,Pipeline,2024-11-23,2025-06-09,198,14,0,1,61454.50560000001
5544,325,8,6,EMEA,Life Sciences,SMB,Instruments,6904,0.11,21.6,Pipeline,2023-04-13,2023-05-16,33,13,0,1,1491.2640000000001
5545,72,22,7,EMEA,Environmental,Mid-Market,Software,81499,0.14,21.6,Pipeline,2023-04-25,2023-08-03,100,18,0,1,17603.784000000003
5546,1278,12,12,APAC,Industrial,Mid-Market,Services,147773,0.25,23.4,Pipeline,2025-08-19,,134,10,0,1,34578.882
5547,407,24,15,APAC,Environmental,Mid-Market,Instruments,82756,0.07,18.0,Pipeline,2023-09-07,2024-01-21,136,9,1,0,14896.08
5548,885,4,3,Americas,Environmental,SMB,Services,18194,0.21,18.0,Pipeline,2025-08-11,2025-10-14,64,3,0,1,3274.92
5549,440,21,13,Americas,Diagnostics,Mid-Market,Consumables,143112,0.12,12.6,Pipeline,2024-08-20,2024-10-29,70,10,0,1,18032.112
5550,1178,17,11,Americas,Diagnostics,Mid-Market,Software,146392,0.17,21.6,Pipeline,2025-03-18,2025-07-16,120,15,0,1,31620.672000000002
5551,685,13,14,Americas,Pharma,Mid-Market,Consumables,136976,0.26,13.86,Pipeline,2023-03-28,2023-07-17,111,8,0,1,18984.8736
5552,177,17,6,Americas,Environmental,Mid-Market,Services,57233,0.18,18.0,Pipeline,2025-02-01,2025-05-20,108,4,0,1,10301.94
5553,1032,3,1,Americas,Diagnostics,SMB,Consumables,18382,0.13,25.92,Pipeline,2025-10-08,,57,18,0,1,4764.6144
5554,810,2,6,APAC,Life Sciences,Mid-Market,Software,71477,0.21,21.6,Pipeline,2025-04-11,2025-06-19,69,16,0,1,15439.032000000001
5555,529,9,14,EMEA,Life Sciences,SMB,Services,7052,0.35,16.63,Pipeline,2025-09-19,2025-12-15,87,15,0,1,1172.7476
5556,1040,8,13,EMEA,Pharma,SMB,Services,49546,0.26,23.76,Pipeline,2023-02-06,2023-04-03,56,12,0,1,11772.1296
5557,142,3,10,Americas,Environmental,Enterprise,Services,392529,0.08,18.0,Pipeline,2024-01-23,2024-08-09,199,9,0,1,70655.22
5558,980,10,3,Americas,Industrial,Mid-Market,Consumables,119858,0.06,28.08,Pipeline,2025-09-07,2025-11-23,77,16,0,1,33656.1264
5559,709,20,15,EMEA,Diagnostics,Mid-Market,Software,63831,0.15,28.08,Pipeline,2023-03-31,2023-07-08,99,12,1,0,17923.7448
5560,733,19,8,EMEA,Industrial,SMB,Instruments,13146,0.27,25.74,Pipeline,2024-08-12,2024-10-04,53,4,0,1,3383.7803999999996
5561,707,3,6,Americas,Diagnostics,SMB,Software,48946,0.11,18.0,Pipeline,2024-04-24,2024-06-30,67,3,0,1,8810.279999999999
5562,1253,3,11,Americas,Life Sciences,Enterprise,Instruments,406205,0.24,25.92,Pipeline,2025-12-28,2026-06-13,167,15,0,1,105288.33600000001
5563,211,20,6,EMEA,Environmental,Mid-Market,Services,69865,0.22,23.4,Pipeline,2024-04-28,2024-08-13,107,10,0,1,16348.41
5564,184,6,14,APAC,Life Sciences,SMB,Software,16711,0.11,21.6,Pipeline,2024-01-08,2024-02-15,38,16,0,1,3609.5760000000005
5565,274,6,8,APAC,Life Sciences,Enterprise,Services,388073,0.25,21.6,Pipeline,2025-10-16,2026-04-17,183,9,0,1,83823.76800000001
5566,737,16,6,APAC,Pharma,Enterprise,Software,88400,0.32,16.63,Pipeline,2023-02-03,2023-08-28,206,14,0,1,14700.92
5567,968,7,1,Americas,Diagnostics,SMB,Services,9372,0.34,16.63,Pipeline,2024-08-08,,82,15,0,1,1558.5636
5568,1435,10,1,Americas,Pharma,SMB,Instruments,47556,0.15,23.4,Pipeline,2024-06-07,2024-08-18,72,6,0,1,11128.104
5569,869,11,5,APAC,Life Sciences,SMB,Consumables,28097,0.06,18.0,Pipeline,2023-08-31,2023-11-15,76,8,0,1,5057.46
5570,588,7,14,Americas,Industrial,SMB,Services,45703,0.2,15.12,Pipeline,2025-05-05,2025-06-26,52,17,0,1,6910.2936
5571,448,2,15,APAC,Industrial,Mid-Market,Consumables,82528,0.07,18.0,Pipeline,2025-04-18,2025-09-12,147,2,1,0,14855.039999999999
5572,402,23,13,APAC,Diagnostics,SMB,Consumables,45736,0.34,19.8,Pipeline,2024-01-25,2024-03-15,50,4,0,1,9055.728000000001
5573,488,2,13,APAC,Diagnostics,Mid-Market,Instruments,149426,0.22,21.6,Pipeline,2023-05-31,2023-09-15,107,13,0,1,32276.016000000003
5574,361,12,5,APAC,Diagnostics,Mid-Market,Consumables,58031,0.26,37.07,Pipeline,2025-11-28,2026-03-29,121,11,0,1,21512.0917
5575,1221,7,5,Americas,Life Sciences,Mid-Market,Software,42300,0.23,12.6,Pipeline,2024-03-28,2024-08-22,147,3,1,0,5329.8
5576,675,4,15,Americas,Life Sciences,SMB,Consumables,45682,0.18,21.6,Pipeline,2025-08-15,2025-10-29,75,17,0,1,9867.312000000002
5577,403,19,4,EMEA,Industrial,Mid-Market,Services,90988,0.27,25.74,Pipeline,2023-08-14,2023-11-24,102,7,1,0,23420.311199999996
5578,808,3,7,Americas,Diagnostics,Mid-Market,Instruments,59731,0.07,18.0,Pipeline,2024-01-31,2024-04-03,63,10,0,1,10751.58
5579,1158,12,12,APAC,Industrial,SMB,Services,24828,0.22,28.08,Pipeline,2023-06-18,2023-08-30,73,17,0,1,6971.7024
5580,120,21,7,Americas,Life Sciences,SMB,Consumables,16795,0.3,13.86,Pipeline,2023-08-30,2023-10-09,40,10,0,1,2327.787
5581,868,16,9,APAC,Diagnostics,Enterprise,Consumables,336056,0.33,13.86,Pipeline,2023-09-21,,226,2,0,1,46577.361600000004
5582,1139,2,5,APAC,Life Sciences,Mid-Market,Software,105189,0.1,21.6,Pipeline,2024-08-20,2024-11-18,90,12,0,1,22720.824000000004
5583,902,19,13,EMEA,Industrial,SMB,Software,44650,0.2,28.08,Pipeline,2024-10-24,2025-01-07,75,6,0,1,12537.72
5584,1288,3,2,Americas,Pharma,Enterprise,Services,409143,0.11,21.6,Pipeline,2023-06-18,2024-01-09,205,16,0,1,88374.888
5585,1193,9,2,EMEA,Industrial,Enterprise,Consumables,140257,0.2,15.12,Pipeline,2024-12-17,2025-07-25,220,5,0,1,21206.8584
5586,364,9,4,EMEA,Diagnostics,SMB,Instruments,25868,0.08,15.12,Pipeline,2024-01-13,2024-03-16,63,18,1,0,3911.2416
5587,859,1,9,APAC,Life Sciences,Enterprise,Consumables,476010,0.13,21.6,Pipeline,2023-10-13,2024-05-31,231,10,1,0,102818.16000000002
5588,289,11,2,APAC,Life Sciences,SMB,Services,9441,0.28,23.76,Pipeline,2024-03-08,2024-05-10,63,15,1,0,2243.1816
5589,1484,13,14,Americas,Industrial,Mid-Market,Instruments,133519,0.12,15.12,Pipeline,2023-02-25,2023-05-18,82,19,1,0,20188.0728
5590,1462,12,9,APAC,Environmental,Mid-Market,Software,42922,0.26,25.74,Pipeline,2024-08-30,2024-12-08,100,7,0,1,11048.1228
5591,502,24,9,APAC,Environmental,Enterprise,Software,85183,0.18,25.92,Pipeline,2024-11-01,2025-06-17,228,12,0,1,22079.433600000004
5592,234,17,9,Americas,Life Sciences,Enterprise,Consumables,346853,0.14,18.0,Pipeline,2025-01-22,2025-08-01,191,9,0,1,62433.54
5593,579,24,2,APAC,Pharma,Mid-Market,Services,48703,0.34,23.76,Pipeline,2023-12-03,2024-03-18,106,4,0,1,11571.8328
5594,681,21,7,Americas,Diagnostics,Mid-Market,Software,115215,0.15,18.14,Pipeline,2023-12-17,2024-04-20,125,12,0,1,20900.001
5595,992,13,2,Americas,Pharma,Enterprise,Consumables,488392,0.2,12.6,Pipeline,2024-06-05,2024-10-27,144,10,0,1,61537.392
5596,624,18,5,EMEA,Life Sciences,SMB,Services,38078,0.34,16.63,Pipeline,2025-12-28,2026-03-18,80,3,0,1,6332.3714
5597,35,11,2,APAC,Industrial,SMB,Consumables,8212,0.12,21.6,Pipeline,2024-12-26,2025-02-25,61,8,0,1,1773.7920000000001
5598,1438,6,7,APAC,Industrial,SMB,Services,24075,0.33,19.8,Pipeline,2023-08-30,2023-11-14,76,9,0,1,4766.85
5599,266,9,2,EMEA,Pharma,SMB,Services,38389,0.3,13.86,Pipeline,2023-06-03,2023-07-19,46,3,0,1,5320.7154
5600,1190,15,4,Americas,Pharma,SMB,Software,23696,0.1,21.6,Pipeline,2024-04-30,2024-07-23,84,14,0,1,5118.336
5601,13,4,1,Americas,Industrial,Mid-Market,Consumables,94524,0.06,21.6,Pipeline,2024-12-22,2025-04-11,110,5,0,1,20417.184
5602,1428,4,15,Americas,Environmental,SMB,Software,30168,0.21,21.6,Pipeline,2025-04-11,2025-07-08,88,12,0,1,6516.2880000000005
5603,1492,8,14,EMEA,Life Sciences,Mid-Market,Services,76963,0.2,21.6,Pipeline,2025-08-04,2025-12-25,143,17,1,0,16624.008
5604,769,14,11,EMEA,Industrial,Mid-Market,Instruments,71026,0.25,28.08,Pipeline,2024-05-09,,74,12,1,0,19944.1008
5605,129,13,9,Americas,Industrial,Mid-Market,Consumables,117913,0.3,16.63,Pipeline,2023-01-30,2023-06-27,148,14,0,1,19608.9319
5606,457,14,15,EMEA,Life Sciences,SMB,Consumables,14355,0.16,23.4,Pipeline,2024-01-21,2024-03-12,51,8,0,1,3359.0699999999997
5607,73,24,3,APAC,Pharma,Mid-Market,Services,83245,0.11,18.0,Pipeline,2025-06-08,2025-08-24,77,2,0,1,14984.099999999999
5608,1071,7,9,Americas,Industrial,Enterprise,Software,143079,0.16,18.14,Pipeline,2023-11-12,2024-05-16,186,12,0,1,25954.530600000002
5609,609,14,2,EMEA,Pharma,Enterprise,Services,441143,0.17,28.08,Pipeline,2024-12-18,2025-06-23,187,8,0,1,123872.9544
5610,434,24,6,APAC,Pharma,SMB,Instruments,35454,0.33,28.51,Pipeline,2024-11-06,2025-01-26,81,18,0,1,10107.9354
5611,445,2,14,APAC,Life Sciences,Enterprise,Instruments,187620,0.06,21.6,Pipeline,2024-05-31,2024-11-05,158,18,0,1,40525.920000000006
